feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ethyl beta-glucopyranoside	Group	non-Severe	-1.04949423436324	0.303001832796721	0.000821512375258524	0.0089288003745282	CPLM	1.99	96	96	0
DSGEGDFXAEGGGVR*	Age	Age	0.029377292368887	0.00848379359384233	0.000823940559192982	0.00893386977753534	CPLM	1.664	96	93	3
1-palmitoyl-GPI* (16:0)	Group	non-COVID-19	-0.567377858603398	0.164195444334078	0.000843705263961702	0.00912644601444558	CPLM	1.99	96	96	0
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	Group	Severe	0.372829008603302	0.107933029022382	0.000847131275342874	0.00914179106140154	CPLM	1.99	96	96	0
Fibrinopeptide B (1-11)	Group	non-Severe	0.790746958104358	0.229253898781184	0.000861193937360244	0.00927157728306986	CPLM	1.355	96	93	3
1,2-dilinoleoyl-GPC (18:2/18:2)	Group	non-Severe	-0.470481934610867	0.136537281324102	0.000870816335254175	0.00930101275037761	CPLM	1.719	96	96	0
2-O-methylcytidine	Group	Severe	-0.388010690675634	0.112560638689634	0.000867095537473646	0.00930101275037761	CPLM	1.552	96	96	0
2-palmitoyl-GPC* (16:0)*	Group	non-Severe	-0.463992916649591	0.134699791250316	0.00087413997741801	0.00930101275037761	CPLM	1.99	96	96	0
caproate (6:0)	Group	non-COVID-19	-0.202314320404902	0.058723610977916	0.000872571436342984	0.00930101275037761	CPLM	1.99	96	96	0
pregnenolone sulfate	Group	Severe	0.718769404990902	0.208662622742111	0.00087412883522432	0.00930101275037761	CPLM	1.574	96	95	1
cis-3,4-methyleneheptanoate	Group	non-Severe	0.546260401082763	0.158814786175796	0.00088860961226679	0.00943293280713977	CPLM	1.874	96	96	0
3-hydroxy-2-methylpyridine sulfate	Group	non-Severe	-1.98379151550737	0.577274671410209	0.000897709872016701	0.0095073738538699	CPLM	1.088	96	22	77
succinoyltaurine	Group	non-COVID-19	1.6852342820665	0.490718303040537	0.000904332370601935	0.00955528913160374	CPLM	1.368	96	64	33
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Age	Age	-0.029243409718753	0.00852515242117085	0.00091608205156026	0.00965703162686441	CPLM	1.672	96	93	3
2-naphthol sulfate	Group	non-COVID-19	-1.01226546985283	0.295225893801144	0.000920464105888298	0.0096808164854857	CPLM	1.595	96	91	5
(16 or 17)-methylstearate (a19:0 or i19:0)	Group	non-Severe	-0.357684960894848	0.104407754234261	0.000929288754994673	0.00973266734415143	CPLM	1.99	96	96	0
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Age	Age	-0.0328228949642537	0.00958131015860964	0.000929668488077706	0.00973266734415143	CPLM	1.614	96	92	4
3-hydroxybutyrate (BHBA)	Group	non-Severe	1.57280506343735	0.460483958046326	0.000960876329145295	0.0100363091810268	CPLM	1.875	96	95	1
4-ethylphenyl sulfate	Group	non-Severe	-1.79696910349882	0.526442688334331	0.000967533397158122	0.0100827164545952	CPLM	1.889	96	94	2
3-hydroxyhexanoate	Group	non-Severe	0.585548802855311	0.171772515476346	0.000981921603294612	0.0101860386820129	CPLM	1.99	96	96	0
androsterone glucuronide	Age	Age	-0.0263843875842845	0.00773930958009029	0.000981038947873328	0.0101860386820129	CPLM	1.267	96	81	16
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	Group	non-COVID-19	-0.351010226600653	0.103002392769845	0.000985345261940887	0.0101983234610882	CPLM	1.99	96	96	0
hydroxyproline	Group	non-Severe	-0.509958093304023	0.149757369215004	0.000993539270938382	0.0102598136958127	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	Group	non-COVID-19	-0.33696779255236	0.0990875521339291	0.00100817644016294	0.0103639627731423	CPLM	1.332	96	96	0
beta-hydroxyisovalerate	Group	Severe	0.488483091312999	0.143629937046018	0.00100727642704858	0.0103639627731423	CPLM	1.99	96	96	0
leukotriene B4	Age	Age	-0.0218082107068135	0.00642460984527944	0.00102867050574911	0.0105508231603186	CPLM	1.459	96	93	3
pregnen-diol disulfate*	Group	non-Severe	0.550551044854983	0.162488253187011	0.00104956076378696	0.0107408982433389	CPLM	1.868	96	96	0
Fibrinopeptide A (7-16)*	Group	non-Severe	4.13629686933637	1.22163429679428	0.00105764690936758	0.01077522153302	CPLM	1.3	96	36	62
taurodeoxycholic acid 3-sulfate	Group	Severe	1.85001555679801	0.546313850799286	0.00105598146175267	0.01077522153302	CPLM	1.512	96	66	31
3-hydroxybutyrate (BHBA)	Group	Severe	1.70482569718455	0.503757603522372	0.00106329910568013	0.0108086252840788	CPLM	1.875	96	95	1
cholesterol sulfate	Sex	Male	0.319310835149302	0.0944029378576091	0.00106946280152793	0.0108470681473456	CPLM	1.024	96	95	1
3-hydroxyhippurate	Group	Severe	-1.6927339628116	0.501218453982226	0.00108747782930224	0.0110052756325387	CPLM	1.458	96	64	33
catechol sulfate	Group	non-Severe	-1.31615623812171	0.391922833583543	0.00115606672733678	0.0116734542711568	CPLM	1.736	96	93	3
sphingomyelin (d18:2/24:1, d18:1/24:2)*	Group	Severe	0.313497689504315	0.0933946749062386	0.00116165881732968	0.0117039695887597	CPLM	1.99	96	96	0
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Group	non-Severe	0.373426529928955	0.111344220463064	0.00117248918598626	0.0117870104922328	CPLM	1.99	96	96	0
eicosapentaenoate (EPA; 20:5n3)	Group	non-Severe	-0.930597878392289	0.277978039660551	0.0011954809380238	0.0119916744311902	CPLM	1.99	96	96	0
gamma-tocopherol/beta-tocopherol	Group	Severe	-0.705147443980683	0.210935641657117	0.00121393476892578	0.0121500196432703	CPLM	1.99	96	96	0
S-methylmethionine	BMI	BMI	-0.0272357030559489	0.00815085045563757	0.00121975230674257	0.0121814736949686	CPLM	1.532	96	62	35
N-linoleoylserine*	Group	non-COVID-19	-0.523078655003719	0.156907179805405	0.00125041897494786	0.0124604114046226	CPLM	1.489	96	95	1
S-allylcysteine	Group	non-COVID-19	-1.97283094306078	0.592101530963042	0.00125749763320066	0.0125035900034843	CPLM	1.543	96	50	48
kynurenate	Group	non-COVID-19	1.58930284686752	0.477105209660278	0.00126061575645794	0.0125072857405435	CPLM	1.99	96	96	0
5-methyluridine (ribothymidine)	Group	non-Severe	-0.241744407061418	0.0727570676611247	0.00129529233588589	0.0128233941252703	CPLM	1.848	96	96	0
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Group	non-COVID-19	0.37445637192754	0.112774908341498	0.00130455262864362	0.0128870556851259	CPLM	1.99	96	96	0
Fibrinopeptide A (5-16)*	Age	Age	0.0354792852585609	0.0106891648042993	0.001309566820607	0.0129085872316976	CPLM	1.452	96	73	24
hexanoylglutamine	Group	Severe	1.15948851561	0.349461477264258	0.00131479840374766	0.0129321639971206	CPLM	1.675	96	93	3
aspartate	Group	Severe	0.402107038088093	0.121464352844939	0.00134625402729585	0.0132130190523821	CPLM	1.62	96	96	0
histidine	Group	Severe	-0.290493912125973	0.0878053869772416	0.00135531063692069	0.0132733003022297	CPLM	1.088	96	96	0
Fibrinopeptide A (4-15)	Group	non-COVID-19	1.58157482501072	0.478265132979557	0.00136171301131452	0.013307384235035	CPLM	1.333	96	65	32
N-palmitoyl-sphingosine (d18:1/16:0)	BMI	BMI	-0.00399434692322904	0.00120888841721497	0.00137365717865758	0.0133953635794574	CPLM	1.99	96	96	0
androstenediol (3beta,17beta) monosulfate (1)	Group	Severe	0.800777358819419	0.242656218114017	0.00139163890109781	0.0135417169991441	CPLM	1.741	96	96	0
3-sulfo-L-alanine	Group	non-Severe	0.369654812616494	0.112204183877732	0.00141640257464807	0.0137532992003141	CPLM	1.031	96	96	0
indolelactate	Group	non-Severe	-0.514869950194261	0.156474378204991	0.00143464034603201	0.0139007492251697	CPLM	1.99	96	96	0
2-methoxyhydroquinone sulfate (1)	Group	non-COVID-19	-2.65462118597085	0.80812794038968	0.00146000458984529	0.0141164774992685	CPLM	1.34	96	32	67
pregnenetriol sulfate*	Group	Severe	0.708201806410472	0.215677066933345	0.00146592784409479	0.0141437190720502	CPLM	1.794	96	96	0
4-vinylphenol sulfate	Sex	Male	0.723516935319054	0.220477985230683	0.00147539762576894	0.0141750227589699	CPLM	1.99	96	96	0
tryptophan betaine	Group	non-COVID-19	-0.855549313373897	0.260680808028984	0.00147354879978762	0.0141750227589699	CPLM	1.99	96	96	0
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	Group	non-Severe	-0.586073400326608	0.178855927073987	0.00149789892911431	0.0143006954364498	CPLM	1.157	96	91	5
1-stearoyl-GPC (18:0)	Group	non-COVID-19	-0.264495150440665	0.0807163459856843	0.00149762975727816	0.0143006954364498	CPLM	1.43	96	96	0
allantoin	Group	non-COVID-19	0.275516407162606	0.0840750416848808	0.0014967684377978	0.0143006954364498	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	Group	non-COVID-19	-0.423706531812972	0.129588848477665	0.00153215294036688	0.0145758219251614	CPLM	1.036	96	93	3
4-methyl-2-oxopentanoate	Group	non-Severe	-0.572773404846083	0.175230352674036	0.00153666736442188	0.0145758219251614	CPLM	1.975	96	96	0
azelate (C9-DC)	Group	non-Severe	0.416406776118434	0.127415559406348	0.00153951918006207	0.0145758219251614	CPLM	1.99	96	96	0
N-acetyl-cadaverine	BMI	BMI	-0.037125159750774	0.0113587726599585	0.00153800125894537	0.0145758219251614	CPLM	1.626	96	33	66
2-hydroxyarachidate*	Group	non-Severe	-1.18306233032695	0.362301371473033	0.00155262187079149	0.0146600234408335	CPLM	1.218	96	68	29
pseudouridine	Group	non-COVID-19	0.569763772895102	0.174508980417563	0.0015548509709975	0.0146600234408335	CPLM	1.99	96	96	0
2,6-dihydroxybenzoic acid	Group	non-COVID-19	-0.698820683683895	0.214085946113032	0.00155851543787958	0.0146642134382306	CPLM	1.623	96	95	1
phenylpyruvate	Group	non-COVID-19	0.309571050517637	0.0949317612642739	0.00157439685605133	0.0147830995514593	CPLM	1.018	96	95	1
alpha-hydroxyisovalerate	Age	Age	0.0172656959131267	0.00529866376339749	0.00158675184943719	0.0148456039117411	CPLM	1.99	96	96	0
nisinate (24:6n3)	Group	non-COVID-19	-0.977927430241574	0.300130988784365	0.0015875733651774	0.0148456039117411	CPLM	1.317	96	69	28
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Group	non-Severe	0.322876345917359	0.0991984897807137	0.0016050564961905	0.0149477040565471	CPLM	1.99	96	96	0
thymol sulfate	Group	non-Severe	-1.60499223618381	0.493027319193161	0.00160238267000124	0.0149477040565471	CPLM	1.56	96	65	32
N-acetylalliin	Group	Severe	-2.70415862580256	0.831356694532312	0.00161591373904416	0.0150010145379208	CPLM	1.439	96	37	61
palmitoleoylcarnitine (C16:1)*	Group	non-COVID-19	0.642184184796299	0.197526776293017	0.00162395699762735	0.0150010145379208	CPLM	1.061	96	86	10
sphingomyelin (d18:1/24:1, d18:2/24:0)*	Group	Severe	0.2847001696325	0.0875677081732906	0.00162357099654935	0.0150010145379208	CPLM	1.99	96	96	0
tetradecadienedioate (C14:2-DC)*	Group	non-COVID-19	0.858182751279688	0.263939325158083	0.0016223524438683	0.0150010145379208	CPLM	1.424	96	90	6
4-ethylphenyl sulfate	Group	non-COVID-19	-1.70687273514355	0.526127705019983	0.00165953954343757	0.0152677637996256	CPLM	1.889	96	94	2
N-acetyl-aspartyl-glutamate (NAAG)	Group	non-COVID-19	1.7094636016607	0.526824082891791	0.00165626639537279	0.0152677637996256	CPLM	1.45	96	38	60
glutamine conjugate of C6H10O2 (1)*	Group	non-COVID-19	1.39882853031697	0.43126695960835	0.00166310651789265	0.0152697320211353	CPLM	1.58	96	83	14
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	Group	Severe	0.480642912498201	0.148231908400014	0.00166846663339969	0.0152713067596712	CPLM	1.04	96	94	2
N-delta-acetylornithine	Group	Severe	-1.55958031412298	0.481022914857403	0.00166998479717089	0.0152713067596712	CPLM	1.241	96	55	43
N-palmitoylglycine	Group	non-Severe	-0.503794090482537	0.155452881889291	0.00167733287208076	0.0153077633255627	CPLM	1.044	96	93	3
2-hydroxy-3-methylvalerate	Group	non-COVID-19	0.518963011507426	0.160336651331835	0.00169904923235854	0.0154749404083216	CPLM	1.99	96	96	0
docosapentaenoate (DPA; 22:5n3)	Group	Severe	-0.587077630058119	0.181517622103106	0.00171204955214338	0.0155622228751715	CPLM	1.99	96	96	0
5alpha-pregnan-diol disulfate	Age	Age	-0.0299927876447278	0.00929073311169867	0.00174462077103292	0.0158095594388539	CPLM	1.623	96	90	6
N(1)-acetylspermidine	Age	Age	0.024223765753896	0.00750436292754314	0.0017462029858901	0.0158095594388539	CPLM	1.718	96	94	2
DSGEGDFXAEGGGVR*	Group	non-Severe	0.920936764705519	0.285670583825897	0.00176918843094611	0.0159542259693635	CPLM	1.664	96	93	3
histidine	Group	non-COVID-19	-0.236803492303163	0.0734530221765484	0.00176860840298612	0.0159542259693635	CPLM	1.088	96	96	0
4-guanidinobutanoate	BMI	BMI	-0.00630566603518809	0.00195893670859709	0.00179616852711189	0.016165516744007	CPLM	1.883	96	96	0
3-hydroxydodecanedioate*	Group	non-COVID-19	1.13327457271044	0.352270142662732	0.00180662896811899	0.0162275903763588	CPLM	1.392	96	80	17
5alpha-pregnan-diol disulfate	Group	non-COVID-19	1.10345954523185	0.343173370903939	0.00181568224702473	0.0162768050254934	CPLM	1.623	96	90	6
4-ethylphenyl sulfate	Group	Severe	-1.88106832597298	0.587031525295118	0.0018794470671682	0.016815327984055	CPLM	1.889	96	94	2
branched chain 14:0 dicarboxylic acid	Group	non-Severe	-1.11351573285593	0.347615655061846	0.00188575827973773	0.0168387121684816	CPLM	1.403	96	62	35
eicosapentaenoate (EPA; 20:5n3)	Group	non-COVID-19	-0.901184228563913	0.281598069630568	0.00190369804283787	0.0169656377438036	CPLM	1.99	96	96	0
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Group	Severe	1.11035409962536	0.348167406153989	0.00197050743662454	0.0175080973547245	CPLM	1.614	96	92	4
Fibrinopeptide B (1-13)	Group	non-COVID-19	1.34327118427803	0.421239674431601	0.00197225602612509	0.0175080973547245	CPLM	1.773	96	90	6
1-oleoyl-GPI (18:1)	Group	non-Severe	-0.513216209527546	0.161054441159987	0.00198607012331132	0.01756225891565	CPLM	1.99	96	96	0
N-formylmethionine	Age	Age	0.00962383246721267	0.00301953236180808	0.00198242808875476	0.01756225891565	CPLM	1.99	96	96	0
thymol sulfate	Group	non-COVID-19	-1.59111178162637	0.499702358148893	0.00200140031051804	0.0176635213451534	CPLM	1.56	96	65	32
isoursodeoxycholate	Group	non-COVID-19	-1.2247278234454	0.385108901740527	0.00202576038954262	0.0178439319419286	CPLM	1.765	96	92	4
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	Group	Severe	-0.504283499768751	0.15875435940541	0.0020491454295466	0.0180150739114965	CPLM	1.036	96	93	3
Fibrinopeptide A (2-15)	Age	Age	0.0310993243539948	0.00979503680273952	0.00205862929354058	0.0180611838496232	CPLM	1.739	96	94	2
N,N-dimethyl-pro-pro	Group	Severe	0.605986045434128	0.190933482086402	0.00206628827089453	0.0180611838496232	CPLM	1.99	96	96	0
N-acetylputrescine	Group	non-COVID-19	0.417851236036117	0.131650821629602	0.00206546757286586	0.0180611838496232	CPLM	1.99	96	96	0
4-methylcatechol sulfate	Group	non-Severe	-1.25219675424122	0.395129428255599	0.00209668543412757	0.0182917729253199	CPLM	1.699	96	85	11
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Group	non-Severe	0.307783196513891	0.097223466904753	0.00211848203970205	0.0184465912214209	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	Group	Severe	-0.396096577054366	0.125271792954431	0.0021436697149384	0.0186302898508196	CPLM	1.801	96	96	0
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	Group	Severe	0.411828154228046	0.130325551302953	0.00215627569461232	0.0187041514538372	CPLM	1.99	96	96	0
1-palmitoylglycerol (16:0)	Group	non-Severe	-0.536601660054824	0.169918430568975	0.00216960428223543	0.0187839884055136	CPLM	1.99	96	96	0
phenylacetate	Group	Severe	0.567056950645343	0.179612549351261	0.00217551724432637	0.0187994412346533	CPLM	1.526	96	95	1
sucrose	Group	Severe	-1.83655215649433	0.5825495885902	0.00220587512375741	0.0190256729424076	CPLM	1.713	96	79	18
1-arachidonoyl-GPI* (20:4)*	Group	non-Severe	-0.37671626266883	0.119540409766149	0.00221430154912843	0.0190290728299996	CPLM	1.99	96	96	0
Fibrinopeptide B (1-12)	Group	Severe	0.579477812584799	0.183883920541392	0.00221462639435657	0.0190290728299996	CPLM	1.169	96	93	3
glycolithocholate sulfate*	Group	Severe	-1.53307897316142	0.486849250391073	0.00223064411731001	0.0191020446887229	CPLM	1.99	96	96	0
S-methylmethionine	Group	Severe	-1.73693762000772	0.551609286672462	0.00223150807518677	0.0191020446887229	CPLM	1.532	96	62	35
1-palmitoyl-GPE (16:0)	BMI	BMI	-0.00484645548129685	0.00153955923101715	0.0022377252518349	0.0191193260729008	CPLM	1.975	96	96	0
cytidine	Group	non-Severe	0.528569926539796	0.168202026969109	0.00227571668320143	0.0194075164331448	CPLM	1.99	96	96	0
valine	Group	Severe	-0.23554420975284	0.0749700571895842	0.00228010074654978	0.0194085585042761	CPLM	1.99	96	96	0
4-methylcatechol sulfate	Group	non-COVID-19	-1.22364576560604	0.389552680361507	0.00228492003040697	0.0194132944374503	CPLM	1.699	96	85	11
androsterone sulfate	Age	Age	-0.0179473446786469	0.00572464189366938	0.00232774431489004	0.0197403121229222	CPLM	1.575	96	96	0
6-oxopiperidine-2-carboxylate	Group	non-COVID-19	0.990205634168759	0.316064888252659	0.00234338429452988	0.0198360075786042	CPLM	1.605	96	91	5
3-(4-hydroxyphenyl)lactate (HPLA)	Age	Age	0.0113944803253672	0.0036433656333692	0.00238289254617194	0.0200656191774137	CPLM	1.99	96	96	0
5-methylthioribose	Sex	Male	0.289985464182585	0.0927257549660345	0.00238372858475644	0.0200656191774137	CPLM	1.033	96	94	2
mannonate*	Group	Severe	0.658195156776614	0.210431346761901	0.00238013719225745	0.0200656191774137	CPLM	1.99	96	96	0
gamma-glutamylvaline	Group	non-COVID-19	0.313432289490543	0.10024751889511	0.00238929008557524	0.0200753266599809	CPLM	1.99	96	96	0
N-alpha-acetylornithine	Group	Severe	0.373640510239519	0.119712737020989	0.0024293895294124	0.0203746591472267	CPLM	1.99	96	96	0
3-aminoisobutyrate	Group	non-COVID-19	0.8348130080958	0.26769945127449	0.0024493036830411	0.020466699841921	CPLM	1.99	96	96	0
decadienedioic acid (C10:2-DC)	Group	non-COVID-19	1.23421122682278	0.395775289252004	0.00244935252829314	0.020466699841921	CPLM	1.608	96	88	8
N-acetylphenylalanine	Group	non-COVID-19	0.451068520369638	0.144739718753249	0.0024647612449075	0.0205577338998329	CPLM	1.99	96	96	0
carotene diol (1)	Group	non-COVID-19	-0.385773110076	0.123899639944614	0.00248605731587631	0.0206974497559428	CPLM	1.99	96	96	0
adipoylcarnitine (C6-DC)	Group	non-COVID-19	1.2459693111207	0.400284336652761	0.00249276419097029	0.0207121495187369	CPLM	1.43	96	79	18
tauroursodeoxycholic acid sulfate (1)	Age	Age	0.0594280781317039	0.0190954148600636	0.00249691921075682	0.0207121495187369	CPLM	1.652	96	47	51
1-linoleoyl-GPC (18:2)	Group	non-Severe	-0.400614326268155	0.128769506623313	0.00250507230080051	0.0207419986506282	CPLM	1.99	96	96	0
methyl glucopyranoside (alpha + beta)	Group	non-Severe	-0.843157463475427	0.271175495147746	0.0025190738855236	0.0208200770865236	CPLM	1.301	96	87	9
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	BMI	BMI	-0.00522602949231125	0.00168239850388775	0.00254199555296366	0.0209714633119502	CPLM	1.99	96	96	0
GlcNAc sulfate conjugate of C21H34O2 steroid	Group	non-COVID-19	1.29206105197773	0.41628620384638	0.00256155765948694	0.0210946357708924	CPLM	1.41	96	67	30
5-(galactosylhydroxy)-L-lysine	Group	non-COVID-19	0.625276955216909	0.201736284044089	0.0025953385060817	0.021334244687177	CPLM	1.99	96	96	0
N-stearoylserine*	Group	non-COVID-19	-0.656804830063931	0.212433885951922	0.0026565607095139	0.021798157605633	CPLM	1.99	96	96	0
ferulic acid 4-sulfate	Group	non-COVID-19	-1.41807651023821	0.458766818434654	0.00266259197581655	0.0218083522623535	CPLM	1.429	96	68	29
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	Group	non-COVID-19	-0.509947592994621	0.165166630153749	0.0026917573165193	0.0220076531767125	CPLM	1.157	96	91	5
arachidonate (20:4n6)	Group	non-COVID-19	-0.436130463518242	0.141307872756117	0.00270066547030437	0.0220409149673228	CPLM	1.99	96	96	0
argininate*	Age	Age	0.0125595487459643	0.00407046011339125	0.00270763394677456	0.0220582558025248	CPLM	1.99	96	96	0
1-palmitoyl-GPI* (16:0)	Group	Severe	-0.555441363357167	0.18009993841477	0.00271967091039728	0.0221167523677664	CPLM	1.99	96	96	0
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	Group	non-Severe	-0.884221986805584	0.286829169762529	0.00273062223271971	0.0221648786564401	CPLM	1.99	96	96	0
hexanoylglutamine	Group	non-Severe	1.00412279148344	0.32578326214147	0.00273532318948602	0.0221648786564401	CPLM	1.675	96	93	3
1-(1-enyl-stearoyl)-GPE (P-18:0)*	Group	non-COVID-19	-0.431006077961708	0.139922972806633	0.00275087733651145	0.022251323961764	CPLM	1.193	96	94	2
ethylparaben sulfate	BMI	BMI	0.0330508817827979	0.0107489894342551	0.00279725090501057	0.0225863131585428	CPLM	1.693	96	39	59
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	Group	Severe	-0.68955116919424	0.224656325034032	0.00284357242440158	0.0228531927228723	CPLM	1.298	96	93	3
3-(4-hydroxyphenyl)lactate (HPLA)	Sex	Male	0.289734576511991	0.0943920482579945	0.00284253563225954	0.0228531927228723	CPLM	1.99	96	96	0
3-sulfo-L-alanine	Group	non-COVID-19	-0.388828171683441	0.126689101438438	0.00284535798723509	0.0228531927228723	CPLM	1.031	96	96	0
gamma-glutamyl-alpha-lysine	Group	Severe	-0.358531274878965	0.116847383787969	0.00285207632492619	0.0228668232107639	CPLM	1.99	96	96	0
threonine	Group	non-Severe	-0.291566410659145	0.0952175032445318	0.00290654233845615	0.0232625550251833	CPLM	1.99	96	96	0
sphingomyelin (d18:2/24:1, d18:1/24:2)*	Group	non-Severe	0.257301076161854	0.0840937257253498	0.00292780392181222	0.0233916123858471	CPLM	1.99	96	96	0
3-methyl catechol sulfate (1)	Group	Severe	-1.84682035563527	0.603835510048565	0.00293852354138783	0.0233951681948954	CPLM	1.579	96	55	43
Fibrinopeptide A (8-16)	Group	Severe	4.04079908241833	1.32117132066317	0.00293839149110416	0.0233951681948954	CPLM	1.16	96	30	69
4-allylcatechol sulfate	Sex	Male	1.20262969066218	0.39335926253899	0.00294874059385205	0.0234209879049313	CPLM	1.6	96	66	31
ethyl beta-glucopyranoside	Group	Severe	-1.02939201603443	0.336737235895291	0.00295205249394611	0.0234209879049313	CPLM	1.99	96	96	0
alliin	Group	non-Severe	-1.72987243223257	0.566993404513007	0.00300592797235265	0.023806949541033	CPLM	1.459	96	41	57
1-oleoyl-GPE (18:1)	BMI	BMI	-0.00709466588798838	0.00232668192576612	0.00302129289859433	0.0238456981979178	CPLM	1.99	96	96	0
glutamine conjugate of C6H10O2 (2)*	Group	Severe	1.53075612325854	0.501926949033655	0.00301679033506187	0.0238456981979178	CPLM	1.685	96	87	9
androstenediol (3alpha, 17alpha) monosulfate (3)	Age	Age	-0.0169622194496114	0.00556687087115536	0.00304200032323265	0.0239261994335086	CPLM	1.621	96	96	0
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Group	non-COVID-19	0.330430202837912	0.108430339508961	0.00303831723090097	0.0239261994335086	CPLM	1.99	96	96	0
pregnanolone/allopregnanolone sulfate	Sex	Male	-1.00220738709074	0.32912558962553	0.00305973728886712	0.0240242131267256	CPLM	1.387	96	65	32
sphingomyelin (d18:2/23:1)*	Group	non-Severe	0.37698560040138	0.123956563385805	0.00309478473365373	0.0242575725939054	CPLM	1.075	96	95	1
histidine betaine (hercynine)*	Group	Severe	0.582904192993697	0.191801210837019	0.00311498629033598	0.0243739648903609	CPLM	1.99	96	96	0
threonate	Group	non-COVID-19	-0.41834744775157	0.137741653269408	0.00313296653596101	0.024472606526186	CPLM	1.434	96	96	0
13-HODE + 9-HODE	Group	Severe	0.443533130191613	0.14609269705307	0.00314444657766474	0.0245202221141871	CPLM	1.99	96	96	0
pregnenediol sulfate (C21H34O5S)*	BMI	BMI	0.00930316636619969	0.00306491314596675	0.00315005454411847	0.0245219630665222	CPLM	1.956	96	96	0
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	Group	non-COVID-19	-0.337881650598654	0.111351958252601	0.00315970380059799	0.0245551042797325	CPLM	1.99	96	96	0
1-linoleoyl-GPI* (18:2)*	Group	non-COVID-19	-0.466866074822965	0.15390807255966	0.0031687108260342	0.0245831500881767	CPLM	1.99	96	96	0
pregnen-diol disulfate*	Age	Age	-0.0148472370750214	0.00489695683161229	0.00318278058505749	0.0246503108577412	CPLM	1.868	96	96	0
oleoylcarnitine (C18:1)	Group	non-Severe	0.384274260267999	0.126791432563735	0.0031939889991391	0.0246951203770449	CPLM	1.99	96	96	0
N-formylphenylalanine	Group	non-COVID-19	0.213187463551068	0.0703956507166665	0.00321647493016711	0.0248268251389509	CPLM	1.99	96	96	0
3-methyl-2-oxovalerate	Group	non-Severe	-0.475309660749928	0.157100300232073	0.00324454519768068	0.025001114771976	CPLM	1.715	96	96	0
homoarginine	Group	non-Severe	-0.343253613780226	0.113529879875415	0.00326454033006269	0.0251126970660566	CPLM	1.811	96	96	0
thymol sulfate	Group	Severe	-1.82597504212067	0.60446105884808	0.0032903649824185	0.0252686713826878	CPLM	1.56	96	65	32
N6-methyladenosine	BMI	BMI	-0.00365714884833447	0.00121108906655444	0.00330133062099095	0.0253102014275973	CPLM	1.579	96	96	0
2,3-dihydroxyisovalerate	Group	Severe	-1.01354284502126	0.335809310193211	0.00331626642805135	0.0253819786778922	CPLM	1.755	96	94	2
alpha-hydroxyisovalerate	Sex	Male	0.413854043155236	0.137278487894198	0.00335118677180751	0.0256062157027037	CPLM	1.99	96	96	0
(2,4 or 2,5)-dimethylphenol sulfate	Sex	Male	1.68535810013978	0.559228143442196	0.00336103444899637	0.025638443686314	CPLM	1.369	96	38	60
cis-4-decenoate (10:1n6)*	Group	non-COVID-19	0.472355189043876	0.156920136014834	0.00339693489599868	0.02578273586063	CPLM	1.461	96	95	1
kynurenine	Age	Age	0.0157812570018851	0.00524185654401775	0.00339226879100135	0.02578273586063	CPLM	1.99	96	96	0
methyl glucopyranoside (alpha + beta)	Group	Severe	-0.923553607520751	0.306711246165175	0.00338694189880532	0.02578273586063	CPLM	1.301	96	87	9
phosphocholine	Group	non-COVID-19	-0.200533510532541	0.0666652799497147	0.00341826236284263	0.0259014422635363	CPLM	1.99	96	96	0
ethylparaben sulfate	Age	Age	-0.0651336347297232	0.0216598519305133	0.00342797833840462	0.025931915868928	CPLM	1.693	96	39	59
5alpha-pregnan-diol disulfate	Sex	Male	-0.712529385024345	0.237031446191746	0.00343882366855441	0.0259708175565453	CPLM	1.623	96	90	6
